id,AtomicOrbitals|HOMO_element,ElementProperty|MagpieData minimum GSmagmom,ElementFraction|Os,ElementProperty|MagpieData minimum NpValence,ElementFraction|Ru,ElementFraction|In,ElementFraction|Te,ElementFraction|Se,ElementFraction|Ga,Miedema|Miedema_deltaH_inter,Stoichiometry|0-norm,ElementProperty|MagpieData mean Column,ElementFraction|S,ElementProperty|MagpieData mode NdUnfilled,ElementFraction|Pd,ElementProperty|MagpieData mode NfValence,ElementProperty|MagpieData mode NpUnfilled,ElementProperty|MagpieData range GSbandgap,ElementFraction|Pb,ElementProperty|MagpieData range Column,ElementProperty|MagpieData minimum NdValence,ElementProperty|MagpieData range NdValence,ElementFraction|As,ElementFraction|Hf,ElementFraction|Pt,ElementProperty|MagpieData avg_dev GSmagmom,AtomicOrbitals|gap_AO,ElementFraction|U,ValenceOrbital|frac p valence electrons,ElementProperty|MagpieData maximum SpaceGroupNumber,ElementProperty|MagpieData minimum NfUnfilled,ElementProperty|MagpieData maximum GSvolume_pa,ElementProperty|MagpieData minimum SpaceGroupNumber,TMetalFraction|transition metal fraction,ElementProperty|MagpieData mode GSbandgap,ElementProperty|MagpieData mode NsValence,ElementProperty|MagpieData maximum MeltingT,ValenceOrbital|avg p valence electrons,ElementProperty|MagpieData maximum Column,AtomicOrbitals|LUMO_character,ElementProperty|MagpieData mode MeltingT,ElementProperty|MagpieData mean NfUnfilled,ElementProperty|MagpieData minimum Column,AtomicOrbitals|LUMO_element,ElementFraction|Ba,ElementProperty|MagpieData mean NdUnfilled,AtomicOrbitals|HOMO_character,ElementProperty|MagpieData range NdUnfilled,ElementProperty|MagpieData avg_dev NUnfilled,ElementProperty|MagpieData maximum NValence,ElementProperty|MagpieData maximum Electronegativity,ElementProperty|MagpieData avg_dev SpaceGroupNumber,ElementProperty|MagpieData mean GSbandgap,ElementProperty|MagpieData maximum MendeleevNumber,ElementProperty|MagpieData mean MendeleevNumber,IonProperty|max ionic char,ElementProperty|MagpieData mode SpaceGroupNumber,ElementProperty|MagpieData range AtomicWeight,ElementProperty|MagpieData mode NdValence,Stoichiometry|3-norm,ElementProperty|MagpieData minimum Number,ElementProperty|MagpieData mode NUnfilled,ElementProperty|MagpieData maximum NpValence,ElementProperty|MagpieData mean MeltingT,ElementProperty|MagpieData mode NValence,ElementProperty|MagpieData maximum GSbandgap,ElementProperty|MagpieData avg_dev Column,ElementProperty|MagpieData maximum NpUnfilled,ElementProperty|MagpieData mode GSvolume_pa,ElementProperty|MagpieData avg_dev GSbandgap,ElementProperty|MagpieData minimum MendeleevNumber,ElementProperty|MagpieData range SpaceGroupNumber,ElementProperty|MagpieData mode AtomicWeight,ElementProperty|MagpieData minimum CovalentRadius,ElementProperty|MagpieData mode Electronegativity,ElementProperty|MagpieData avg_dev NpUnfilled,AtomicOrbitals|HOMO_energy,ElementProperty|MagpieData mode Column,ElementProperty|MagpieData mode CovalentRadius,ElementProperty|MagpieData mode NpValence,ElementProperty|MagpieData minimum MeltingT,ElementProperty|MagpieData minimum NpUnfilled,ElementProperty|MagpieData mode Number,ElementProperty|MagpieData range NpValence,ElementProperty|MagpieData range GSmagmom,ElementProperty|MagpieData mode MendeleevNumber,ElementProperty|MagpieData mean NpUnfilled,ElementProperty|MagpieData mean NpValence,ElementProperty|MagpieData minimum GSvolume_pa,ElementProperty|MagpieData range MeltingT,ElementProperty|MagpieData range GSvolume_pa,AtomicOrbitals|LUMO_energy,ElementProperty|MagpieData avg_dev NpValence,ElementProperty|MagpieData maximum NdValence,ElementProperty|MagpieData avg_dev NdUnfilled,ElementProperty|MagpieData maximum NdUnfilled,ElementProperty|MagpieData mean SpaceGroupNumber,ElementProperty|MagpieData maximum Number,ElementProperty|MagpieData range MendeleevNumber,ElementProperty|MagpieData maximum CovalentRadius,ElementProperty|MagpieData minimum Electronegativity,ValenceOrbital|avg s valence electrons,ElementProperty|MagpieData minimum AtomicWeight,YangSolidSolution|Yang omega,ElementProperty|MagpieData avg_dev NdValence,ElementProperty|MagpieData mean NUnfilled,Stoichiometry|7-norm,ElementProperty|MagpieData mean Electronegativity,ElementProperty|MagpieData mean GSmagmom,ValenceOrbital|frac f valence electrons,ElementProperty|MagpieData range CovalentRadius,ValenceOrbital|frac d valence electrons,Stoichiometry|5-norm,Stoichiometry|10-norm,ElementProperty|MagpieData maximum GSmagmom,ElementProperty|MagpieData maximum AtomicWeight,ElementProperty|MagpieData mode GSmagmom,ElementProperty|MagpieData mean NfValence,ElementProperty|MagpieData range NfUnfilled,Stoichiometry|2-norm,is_metal_error
id0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13.0,0.4,0.0,0.0,0.0,0.0,2.202,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10958904109589042,225.0,0.0,25.786875,70.0,0.2,0.0,1.0,1337.33,1.6,16.0,2.0,388.36,0.0,11.0,16,0.0,0.0,2.0,0.0,0.48,25.0,2.58,74.4,0.8808,88.0,74.6,0.1002380044323461,70.0,164.901569,0.0,0.5142563181316472,16.0,1.0,4.0,937.2620000000001,6.0,2.202,2.4,2.0,16.7,1.0569600000000001,65.0,155.0,32.065,105.0,2.54,0.9600000000000002,-0.261676,11.0,105.0,0.0,388.36,0.0,16.0,4.0,0.0,66.0,0.8,1.6,16.33,948.9699999999999,9.456875,-0.261676,1.9200000000000004,10.0,0.0,0.0,163.0,79.0,23.0,145.0,1.93,1.4,32.065,8220355.980053166,4.8,1.4,0.4418818424353128,2.434,0.0,0.3835616438356164,40.0,0.4109589041095891,0.46090632396042813,0.4287303134918266,0.0,196.966569,0.0,5.6,0.0,0.6000000000000001,1
id1,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13.571428571428571,0.0,0.0,0.0,0.0,1.0,1.457,0.0,11.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1897018970189702,229.0,0.0,29.48,64.0,0.3333333333333333,1.457,2.0,3695.0,3.3333333333333335,17.0,3.0,265.8,0.0,6.0,74,0.0,1.7142857142857142,3.0,6.0,2.0408163265306123,20.0,2.96,73.07936507936508,0.9713333333333333,95.0,81.0,0.23296665194444466,64.0,103.936,10.0,0.6837964488676359,35.0,1.0,5.0,1291.7204761904763,17.0,1.457,4.571428571428571,1.0,29.48,0.6475555555555556,51.0,165.0,79.904,120.0,2.96,0.4444444444444445,-0.220603,17.0,120.0,5.0,265.8,0.0,35.0,5.0,0.0,95.0,0.6666666666666666,3.3333333333333335,16.05,3429.2,13.43,-0.220603,2.2222222222222223,10.0,2.4489795918367347,6.0,118.80952380952381,74.0,44.0,162.0,1.93,1.9523809523809523,79.904,8303886.849480666,2.4489795918367343,2.4285714285714284,0.666919294389501,2.7395238095238095,0.0,0.22764227642276422,42.0,0.4715447154471545,0.6685836268173554,0.6666806014443776,0.0,183.84,0.0,4.0,0.0,0.7268732153558928,0
id3,34,0.0,0.0,0.0,0.0,0.0,0.0,0.5517241379310345,0.0,0.0,4,14.89655172413793,0.0,0.0,0.0,0.0,2.0,0.799,0.2413793103448276,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16226415094339625,225.0,0.0,28.11,14.0,0.06896551724137931,0.799,2.0,1234.93,2.9655172413793105,16.0,2.0,494.0,0.0,11.0,34,0.0,0.0,2.0,0.0,0.9940546967895363,28.0,2.55,104.37098692033292,0.49365517241379314,89.0,84.03448275862068,0.0,14.0,134.56,10.0,0.5697612963587368,32.0,2.0,4.0,669.7837931034484,16.0,0.799,1.2175980975029725,4.0,25.92,0.3369322235434008,65.0,211.0,78.96,120.0,2.55,1.0463733650416172,-0.245806,16.0,120.0,4.0,494.0,0.0,34.0,4.0,0.0,89.0,2.6206896551724137,2.9655172413793105,16.33,740.9300000000001,11.780000000000001,-0.245806,1.1414982164090366,10.0,0.0,0.0,108.58620689655173,82.0,24.0,146.0,1.93,1.9310344827586208,72.64,6286222.318328291,0.0,2.689655172413793,0.5519704638157288,2.3796551724137927,0.0,0.1849056603773585,26.0,0.5471698113207547,0.5535912357268211,0.5517383632789276,0.0,207.2,0.0,3.3793103448275863,0.0,0.6216467716317223,0
id8,52,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3,14.0,0.0,0.0,0.0,0.0,2.0,0.464,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,225.0,0.0,34.7633333333,152.0,0.3333333333333333,0.464,2.0,1234.93,2.3333333333333335,16.0,2.0,722.66,0.0,11.0,52,0.0,0.0,2.0,0.0,0.6666666666666666,16.0,2.1,36.5,0.29583333333333334,90.0,79.83333333333333,0.007198962432378719,152.0,54.959999999999994,10.0,0.5503212081491045,32.0,2.0,4.0,974.8733333333333,16.0,0.464,2.0,4.0,34.7633333333,0.19722222222222227,65.0,73.0,127.6,120.0,2.1,1.111111111111111,-0.226594,16.0,138.0,4.0,722.66,0.0,52.0,4.0,0.0,90.0,1.6666666666666667,2.3333333333333335,16.33,512.2700000000001,18.4333333333,-0.226594,1.6666666666666667,10.0,0.0,0.0,188.5,52.0,25.0,145.0,1.93,1.6666666666666667,72.64,8197529.563783642,0.0,2.0,0.5041104334909742,2.0283333333333333,0.0,0.0,25.0,0.7142857142857143,0.5128974808990104,0.5008612172408381,0.0,127.6,0.0,0.0,0.0,0.6236095644623235,0
id10,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,15.238095238095237,0.0,0.0,0.0,0.0,2.0,1.062,0.0,11.0,0.0,10.0,0.0,0.0,0.0,0.0,0.03080200000000005,0.0,0.4222222222222222,229.0,0.0,43.015,12.0,0.14285714285714285,0.0,2.0,2896.0,3.619047619047619,17.0,2.0,54.8,0.0,6.0,53,0.0,0.23809523809523808,3.0,5.0,0.5170068027210885,17.0,3.44,54.03174603174604,0.2022857142857143,96.0,84.85714285714286,0.4344886992597051,12.0,110.90507000000001,0.0,0.6725268909487896,8.0,2.0,5.0,365.7361904761905,6.0,1.062,1.6870748299319736,2.0,9.105,0.32751020408163267,50.0,217.0,15.9994,66.0,3.44,0.634920634920635,-0.298706,16.0,66.0,4.0,54.8,0.0,8.0,5.0,0.0,87.0,1.5238095238095237,3.619047619047619,9.105,2841.2,33.91,-0.267904,1.0340136054421767,10.0,0.45351473922902497,5.0,52.523809523809526,53.0,46.0,154.0,1.93,1.8571428571428572,15.9994,2904143.493658374,4.126984126984127,1.9047619047619047,0.6666815846898354,3.0866666666666664,0.0,0.0,88.0,0.36111111111111116,0.6669285045016615,0.6666669085756024,0.0,126.90447,0.0,0.0,0.0,0.7014723744122017,0
id16,34,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,3,14.0,0.0,0.0,0.0,0.0,2.0,0.799,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,225.0,0.0,33.285,14.0,0.3333333333333333,0.799,2.0,1234.93,2.3333333333333335,16.0,2.0,494.0,0.0,11.0,34,0.0,0.0,2.0,0.0,0.6666666666666666,16.0,2.55,91.5,0.3995,89.0,79.5,0.091626825790732,14.0,39.75,10.0,0.5503212081491045,34.0,2.0,4.0,742.8233333333334,16.0,0.799,2.0,4.0,25.92,0.3995,65.0,211.0,78.96,120.0,2.55,1.111111111111111,-0.245806,16.0,120.0,4.0,494.0,0.0,34.0,4.0,0.0,89.0,1.6666666666666667,2.3333333333333335,16.33,740.9300000000001,16.955,-0.245806,1.6666666666666667,10.0,0.0,0.0,105.5,50.0,24.0,145.0,1.93,1.6666666666666667,78.96,6246264.029858557,0.0,2.0,0.5041104334909742,2.2449999999999997,0.0,0.0,25.0,0.7142857142857143,0.5128974808990104,0.5008612172408381,0.0,118.71,0.0,0.0,0.0,0.6236095644623235,0
id20,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07304858253925332,2,10.75,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,16.33,225.0,1.0,0.0,1.0,1828.05,0.0,11.0,1.0,1234.93,0.0,10.0,47,0.0,0.0,1.0,0.0,0.375,11.0,2.2,0.0,0.0,65.0,64.25,0.018059929014893283,225.0,1.4482,10.0,0.7591472429689157,46.0,1.0,0.0,1383.21,11.0,0.0,0.375,0.0,16.33,0.0,62.0,0.0,107.8682,139.0,1.93,0.0,-0.157407,11.0,145.0,0.0,1234.93,0.0,47.0,0.0,0.0,65.0,0.0,0.0,14.41,593.1199999999999,1.9199999999999982,-0.157407,0.0,10.0,0.0,0.0,225.0,47.0,3.0,145.0,1.93,0.75,106.42,1.2317825958204462,0.0,0.75,0.7500489811920582,1.9975,0.0,0.0,6.0,0.9302325581395349,0.7506162703470459,0.7500012701219063,0.0,107.8682,0.0,0.0,0.0,0.7905694150420949,0
id21,44,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,3,13.125,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24615384615384617,225.0,0.0,16.33,12.0,0.5,0.0,2.0,2607.0,2.0,16.0,3.0,54.8,0.0,8.0,44,0.0,0.375,3.0,3.0,0.65625,11.0,3.44,102.625,0.0,87.0,74.875,0.4344886992597051,12.0,91.86880000000001,0.0,0.5642946794342502,8.0,2.0,4.0,816.37375,6.0,0.0,2.875,2.0,9.105,0.0,56.0,213.0,15.9994,66.0,3.44,1.0,-0.210375,16.0,66.0,4.0,54.8,0.0,8.0,4.0,0.0,87.0,1.0,2.0,9.105,2552.2,7.224999999999998,-0.210375,2.0,10.0,0.65625,3.0,114.625,47.0,31.0,146.0,1.93,1.5,15.9994,6612997.074224999,4.625,1.875,0.5090342055422441,2.71875,0.0,0.0,80.0,0.5692307692307692,0.5218357923239265,0.5027468141173921,0.0,107.8682,0.0,0.0,0.0,0.6373774391990981,0
id26,34,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,3,13.428571428571429,0.0,0.0,0.0,0.0,0.0,0.799,0.0,5.0,10.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.14361702127659576,225.0,0.0,25.92,14.0,0.5,0.0,1.0,1234.93,1.9285714285714286,16.0,2.0,1234.93,0.0,11.0,34,0.0,0.0,2.0,0.0,0.5714285714285714,16.0,2.55,99.73469387755101,0.34242857142857147,89.0,76.64285714285714,0.091626825790732,225.0,32.946600000000004,10.0,0.5887550428297939,33.0,1.0,4.0,907.0364285714286,11.0,0.799,2.4285714285714284,3.0,16.33,0.3913469387755102,65.0,211.0,107.8682,119.0,1.93,1.0714285714285714,-0.245806,11.0,145.0,0.0,494.0,0.0,47.0,4.0,0.0,65.0,1.0714285714285714,1.9285714285714286,16.33,740.9300000000001,9.590000000000003,-0.245806,1.9285714285714286,10.0,0.0,0.0,130.35714285714286,47.0,24.0,145.0,1.93,1.5,74.9216,6773457.066115309,0.0,1.5714285714285714,0.5213435812738831,2.2135714285714285,0.0,0.0,26.0,0.7446808510638298,0.5395136956137251,0.5097931073016481,0.0,107.8682,0.0,0.0,0.0,0.662401321106836,0
id31,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,13.6,0.0,0.0,0.0,0.0,0.0,1.062,0.0,6.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21354166666666666,225.0,0.0,43.015,12.0,0.45,0.0,1.0,1234.93,2.05,17.0,2.0,1234.93,0.0,11.0,53,0.0,0.0,2.0,0.0,0.7,17.0,3.44,102.575,0.09140000000000001,96.0,76.75,0.4344886992597051,225.0,110.90507000000001,10.0,0.538608672507971,8.0,1.0,5.0,718.1210000000001,11.0,1.062,2.3400000000000003,4.0,16.33,0.15538000000000002,65.0,213.0,107.8682,66.0,1.93,1.15,-0.267904,11.0,145.0,0.0,54.8,0.0,47.0,5.0,0.0,65.0,1.25,2.05,9.105,1180.13,33.91,-0.267904,1.8549999999999998,10.0,0.0,0.0,131.75,53.0,31.0,145.0,1.93,1.55,15.9994,6602669.068707092,4.8,1.7,0.4739915583105611,2.5785,0.0,0.0,79.0,0.625,0.491570527430705,0.46224424180600177,0.0,126.90447,0.0,0.0,0.0,0.6123724356957946,1
